Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Quarter,Day_of_Year,Week_of_Year,Is_Quarter_End,Is_Year_End,Quarter_Sin,Quarter_Cos,Month_Sin,Month_Cos,Production_Units_Lag_1,Production_Units_Lag_2,Production_Units_Lag_3,Production_Units_Lag_4,Estimated_Deliveries_Lag_1,Estimated_Deliveries_Lag_2,Estimated_Deliveries_Lag_3,Estimated_Deliveries_Lag_4,Production_Units_RollingMean_3,Production_Units_RollingStd_3,Production_Units_RollingMin_3,Production_Units_RollingMax_3,Production_Units_RollingMean_6,Production_Units_RollingStd_6,Production_Units_RollingMin_6,Production_Units_RollingMax_6,Production_Units_RollingMean_12,Production_Units_RollingStd_12,Production_Units_RollingMin_12,Production_Units_RollingMax_12,Estimated_Deliveries_RollingMean_3,Estimated_Deliveries_RollingStd_3,Estimated_Deliveries_RollingMin_3,Estimated_Deliveries_RollingMax_3,Estimated_Deliveries_RollingMean_6,Estimated_Deliveries_RollingStd_6,Estimated_Deliveries_RollingMin_6,Estimated_Deliveries_RollingMax_6,Estimated_Deliveries_RollingMean_12,Estimated_Deliveries_RollingStd_12,Estimated_Deliveries_RollingMin_12,Estimated_Deliveries_RollingMax_12,Production_Units_Diff_1,Production_Units_PctChange_1,Production_Units_Diff_4,Production_Units_PctChange_4,Estimated_Deliveries_Diff_1,Estimated_Deliveries_PctChange_1,Estimated_Deliveries_Diff_4,Estimated_Deliveries_PctChange_4,Production_to_Delivery_Ratio,Inventory_Change,Revenue_Millions,Revenue_per_Vehicle,Range_per_kWh,CO2_per_Vehicle,Production_Units_Momentum,Production_Units_Acceleration,Estimated_Deliveries_Momentum,Estimated_Deliveries_Acceleration,Year_Quarter,Battery_Range_Product
2015,5,Middle East,Cybertruck,7602.0,8738.0,88880.22,120,706,805.05,Official (Quarter),14337,2015-05-01,2,121,18,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,14166.0,10746.0,10612.0,7951.0,12334.0,9950.0,10303.0,7228.0,11216.666666666666,2744.438254603923,8738.0,14166.0,10763.5,2288.55812685629,7951.0,14166.0,11929.333333333334,2436.646478380911,7951.0,16389.0,9962.0,2366.0228232204327,7602.0,12334.0,9869.666666666666,2103.2324328677337,7228.0,12334.0,11085.916666666666,2206.521674834648,7228.0,14551.0,-5428.0,-38.31709727516589,787.0,9.898126021884046,-4732.0,-38.365493757094214,374.0,5.1743220807969115,1.149283177693016,1136.0,675.6674324400001,88880.22,5.8347107438016526,0.10588583453899776,0,-0.7014289292005701,0,-0.6232529275206908,20152,84720
2021,6,Asia,Model S,5451.0,5887.0,107666.12,60,333,272.28,Interpolated (Month),14316,2021-06-01,2,152,22,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8738.0,14166.0,10746.0,10612.0,7602.0,12334.0,9950.0,10303.0,9597.0,4205.813952138162,5887.0,14166.0,9683.333333333334,2842.2794842637545,5887.0,14166.0,11234.333333333334,2872.185209694514,5887.0,16389.0,8462.333333333334,3521.2288101362174,5451.0,12334.0,8811.333333333334,2497.682258948628,5451.0,12334.0,10433.5,2617.8865695268573,5451.0,14551.0,-2851.0,-32.62760357061112,-4725.0,-44.52506596306068,-2151.0,-28.295185477505925,-4852.0,-47.09307968552848,1.0797872340425532,436.0,586.88802012,107666.12,5.459016393442623,0.04994130594277329,0,0.05689493704554771,0,0.10070308279588291,20212,19980
2020,7,Asia,Cybertruck,12018.0,12650.0,76376.74,100,576,1038.36,Estimated (Region),3002,2020-07-01,3,183,27,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,5887.0,8738.0,14166.0,10746.0,5451.0,7602.0,12334.0,9950.0,9091.666666666666,3395.3427416585405,5887.0,12650.0,10466.5,2915.914796423237,5887.0,14166.0,11358.0,2900.7812113918,5887.0,16389.0,8357.0,3347.968189813038,5451.0,12018.0,9609.666666666666,2651.1821262724907,5451.0,12334.0,10530.416666666666,2656.157424768252,5451.0,14551.0,6763.0,114.88024460676067,1904.0,17.71822073329612,6567.0,120.47330764997248,2068.0,20.783919597989954,1.0525002080039936,632.0,917.89566132,76376.74,5.702970297029703,0.08639321074964638,1,1.475078481773718,1,1.4876849312747842,20203,57600
2018,1,Middle East,Model 3,8629.0,9169.0,58145.09,120,696,900.87,Official (Quarter),14261,2018-01-01,1,1,1,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,12650.0,5887.0,8738.0,14166.0,12018.0,5451.0,7602.0,12334.0,9235.333333333334,3381.9879262548147,5887.0,12650.0,10226.0,2960.678638420585,5887.0,14166.0,10953.583333333334,2833.1164805606363,5887.0,16389.0,8699.333333333334,3284.064910036542,5451.0,12018.0,9330.666666666666,2651.708254440281,5451.0,12334.0,10131.833333333334,2540.800404787776,5451.0,14551.0,-3481.0,-27.517786561264824,-4997.0,-35.27460115770153,-3389.0,-28.199367615243798,-3705.0,-30.03891681530728,1.0624565469293163,540.0,501.73398160999994,58145.09,5.75206611570248,0.10438818076477405,0,-1.423980311680255,0,-1.4867267526521628,20181,83520
2019,5,Asia,Model S,7384.0,7641.0,84440.12,100,565,625.79,Official (Quarter),5181,2019-05-01,2,121,18,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,9169.0,12650.0,5887.0,8738.0,8629.0,12018.0,5451.0,7602.0,9820.0,2567.1717901223583,7641.0,12650.0,9708.5,3118.7522344681324,5887.0,14166.0,10670.666666666666,2989.3439941150236,5887.0,16389.0,9343.666666666666,2398.239006715828,7384.0,12018.0,8903.0,2737.382983800413,5451.0,12334.0,9866.916666666666,2654.9241885541196,5451.0,14551.0,-1528.0,-16.664848947540623,-1097.0,-12.55436026550698,-1245.0,-14.428091319967551,-218.0,-2.8676664035780064,1.0346648612051457,257.0,623.50584608,84440.12,5.594059405940594,0.08473798239675016,0,0.108529376137242,0,0.13771276295276247,20192,56500
2020,10,North America,Model S,10348.0,10789.0,53294.28,100,583,904.93,Interpolated (Month),13353,2020-10-01,4,275,40,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,7641.0,9169.0,12650.0,5887.0,7384.0,8629.0,12018.0,5451.0,9199.666666666666,1574.2240416577747,7641.0,10789.0,9145.666666666666,2367.7230975489165,5887.0,12650.0,10204.0,2393.1585443053855,5887.0,14166.0,8787.0,1488.3033964887622,7384.0,10348.0,8572.0,2329.172642806894,5451.0,12018.0,9516.666666666666,2222.8881840497424,5451.0,12334.0,3148.0,41.198795969114,4902.0,83.2682181076949,2964.0,40.14084507042253,4897.0,89.83672720601726,1.0425161851386608,441.0,551.48920944,53294.28,5.772277227722772,0.0874412986762006,1,0.5786364491665462,1,0.5456893639039008,20204,58300
2017,3,Europe,Cybertruck,15491.0,16526.0,64642.98,100,552,1282.65,Interpolated (Month),13123,2017-03-01,1,60,9,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,10789.0,7641.0,9169.0,12650.0,10348.0,7384.0,8629.0,12018.0,11652.0,4504.928745274459,7641.0,16526.0,10443.666666666666,3800.6543471705813,5887.0,16526.0,10603.583333333334,2995.743023884319,5887.0,16526.0,11074.333333333334,4102.015642746053,7384.0,15491.0,9886.833333333334,3568.870040596424,5451.0,15491.0,9878.25,2792.8965780090384,5451.0,15491.0,5737.0,53.174529613495224,3876.0,30.6403162055336,5143.0,49.70042520293776,3473.0,28.898319187884837,1.0667441260005164,1035.0,1001.38440318,64642.98,5.465346534653466,0.08279434546862897,1,0.11975733644381226,1,0.09559580132515233,20171,55200
2020,9,Middle East,Cybertruck,7584.0,8336.0,80383.42,100,590,671.18,Estimated (Region),13866,2020-09-01,3,245,36,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,16526.0,10789.0,7641.0,9169.0,15491.0,10348.0,7384.0,8629.0,11883.666666666666,4203.301837048281,8336.0,16526.0,10851.833333333334,3313.7385181493487,7641.0,16526.0,10267.583333333334,3005.9525024473937,5887.0,16526.0,11141.0,4012.7046988284574,7584.0,15491.0,10242.333333333334,3116.161399328784,7384.0,15491.0,9526.833333333334,2794.274595516983,5451.0,15491.0,-8190.0,-49.5582718141111,-833.0,-9.084960191951142,-7907.0,-51.042540830159446,-1045.0,-12.11032564607718,1.0990112063282795,752.0,609.62785728,80383.42,5.841584158415841,0.08848780487804878,0,-1.0273280142760632,0,-1.007429660330972,20203,59000
2018,7,Europe,Model S,12659.0,12998.0,105825.98,60,350,664.6,Estimated (Region),9563,2018-07-01,3,182,26,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,8336.0,16526.0,10789.0,7641.0,7584.0,15491.0,10348.0,7384.0,12620.0,4108.063777499097,8336.0,16526.0,10909.833333333334,3354.303469673941,7641.0,16526.0,10688.166666666666,3005.437309983769,5887.0,16526.0,11911.333333333334,4006.1722795373284,7584.0,15491.0,10349.166666666666,3199.0972111936085,7384.0,15491.0,9979.416666666666,2827.712357055163,5451.0,15491.0,4662.0,55.92610364683301,5357.0,70.10862452558567,5075.0,66.91719409282702,5275.0,71.43824485373781,1.0266982622432859,339.0,1339.6510808199998,105825.98,5.737704918032787,0.05249605055292259,1,1.0548437546094411,1,1.1795973492298646,20183,21000
2024,9,North America,Model 3,19265.240000000013,20826.420000000016,97773.53,100,555,1632.2,Interpolated (Month),6940,2024-09-01,3,245,35,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,12998.0,8336.0,16526.0,10789.0,12659.0,7584.0,15491.0,10348.0,14053.473333333337,6311.748245306815,8336.0,20826.420000000016,12852.73666666667,5077.71029264832,7641.0,20826.420000000016,11539.368333333334,4193.534369916356,5887.0,20826.420000000016,13169.413333333338,5857.323050040299,7584.0,19265.240000000013,12121.873333333335,4665.909806272166,7384.0,19265.240000000013,10726.27,3900.8607313910975,5451.0,19265.240000000013,7828.420000000016,60.22788121249436,10037.420000000016,93.03383075354543,6606.2400000000125,52.186112647128624,8917.240000000013,86.1735601082336,1.080979994020629,1561.180000000004,1883.6305210972012,97773.53,5.4950495049504955,0.08471813908681709,1,0.043017775656613466,1,-0.1473108144569839,20243,55500
2017,8,Middle East,Model 3,11639.0,12722.0,101957.72,75,418,729.77,Estimated (Region),5339,2017-08-01,3,213,31,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,20826.420000000016,12998.0,8336.0,16526.0,19265.240000000013,12659.0,7584.0,15491.0,15515.473333333337,4601.4845291637885,12722.0,20826.420000000016,13699.570000000002,4415.1521357026895,8336.0,20826.420000000016,11704.035000000002,4198.342082317092,5887.0,20826.420000000016,14521.080000000004,4140.095479478709,11639.0,19265.240000000013,12831.04,4089.5425262002223,7584.0,19265.240000000013,10867.020000000002,3900.77629911138,5451.0,19265.240000000013,-8104.420000000016,-38.91412926465523,-3804.0,-23.018274234539515,-7626.2400000000125,-39.58549179766256,-3852.0,-24.866051255567744,1.092955326460481,1083.0,1186.68590308,101957.72,5.5,0.06269501718213058,0,-0.9914201047714959,0,-0.9177160444479119,20173,31350
2024,9,North America,Model Y,4373.0,4733.0,68988.8,120,696,456.54,Interpolated (Month),14726,2024-09-01,3,245,35,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,12722.0,20826.420000000016,12998.0,8336.0,11639.0,19265.240000000013,12659.0,7584.0,12760.473333333337,8046.778981190772,4733.0,20826.420000000016,12690.23666666667,5714.600232393048,4733.0,20826.420000000016,10917.951666666668,4562.752078897994,4733.0,20826.420000000016,11759.080000000004,7446.846141770358,4373.0,19265.240000000013,11835.206666666667,5348.7314234561045,4373.0,19265.240000000013,10203.603333333334,4286.505447325543,4373.0,19265.240000000013,-7989.0,-62.79673007388775,-3603.0,-43.2221689059501,-7266.0,-62.42804364636137,-3211.0,-42.33913502109705,1.0820759030635574,360.0,301.6880224,68988.8,5.75206611570248,0.10437585733882031,0,-0.23882600809232524,0,-0.228425518486988,20243,83520
2015,10,Europe,Model S,19265.240000000013,20625.0,68358.48,120,695,1740.5623000000007,Estimated (Region),3617,2015-10-01,4,274,40,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,4733.0,12722.0,20826.420000000016,12998.0,4373.0,11639.0,19265.240000000013,12659.0,12693.333333333334,7946.038782521357,4733.0,20625.0,13373.403333333335,6461.120146233677,4733.0,20826.420000000016,11908.535000000002,5280.369355725211,4733.0,20826.420000000016,11759.080000000004,7446.846141770358,4373.0,19265.240000000013,12464.246666666671,6041.7060787518285,4373.0,19265.240000000013,11175.540000000003,4918.651025489146,4373.0,19265.240000000013,15892.0,335.770124656666,7627.0,58.67825819356825,14892.240000000013,340.5497370226392,6606.2400000000125,52.186112647128624,1.070525437241516,1359.7599999999875,1316.942523235201,68358.48,5.743801652892562,0.09034260447290181,1,3.9856685473055373,1,4.029777806690006,20154,83400
2023,8,North America,Model S,10325.0,10679.0,58513.6,82,465,720.17,Official (Quarter),6065,2023-08-01,3,213,31,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,20625.0,4733.0,12722.0,20826.420000000016,19265.240000000013,4373.0,11639.0,19265.240000000013,12012.333333333334,8029.461335191387,4733.0,20625.0,13763.903333333335,6159.542242737416,4733.0,20826.420000000016,12307.868333333334,4954.745870818909,4733.0,20826.420000000016,11321.080000000004,7495.921196170627,4373.0,19265.240000000013,12921.080000000004,5692.423918100279,4373.0,19265.240000000013,11581.70666666667,4593.451967575603,4373.0,19265.240000000013,-9946.0,-48.2230303030303,-10147.420000000016,-48.72378450064873,-8940.240000000013,-46.40606605471827,-8940.240000000013,-46.40606605471827,1.0341855510362192,354.0,604.15292,58513.6,5.602409638554217,0.0697433662599264,0,-3.839931549596963,0,-3.869558030773575,20233,38130
2021,9,Europe,Model X,7322.0,7942.0,110107.04,82,455,499.73,Estimated (Region),12427,2021-09-01,3,244,35,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,10679.0,20625.0,4733.0,12722.0,10325.0,19265.240000000013,4373.0,11639.0,13082.0,6674.236210983258,7942.0,20625.0,12921.23666666667,6614.336414793753,4733.0,20826.420000000016,11915.535000000002,5109.182642171221,4733.0,20826.420000000016,12304.080000000004,6212.71387231056,7322.0,19265.240000000013,12031.580000000004,6140.882668424803,4373.0,19265.240000000013,11190.373333333337,4750.261796064664,4373.0,19265.240000000013,-2737.0,-25.629740612416896,-4780.0,-37.57270869360163,-3003.0,-29.08474576271186,-4317.0,-37.09081536214451,1.084528198825618,620.0,806.20374688,110107.04,5.481927710843373,0.0682411579953571,0,0.22593289690613405,0,0.17321320292006415,20213,37310
2024,5,Asia,Model S,10131.0,10941.0,57004.53,100,579,879.88,Interpolated (Month),12340,2024-05-01,2,122,18,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,7942.0,10679.0,20625.0,4733.0,7322.0,10325.0,19265.240000000013,4373.0,9854.0,1661.014449064187,7942.0,10941.0,11273.666666666666,5364.507868077613,4733.0,20625.0,12063.201666666668,5047.824181208873,4733.0,20826.420000000016,9259.333333333334,1680.5815461718357,7322.0,10325.0,10509.20666666667,5018.622195011971,4373.0,19265.240000000013,11315.540000000003,4696.1153832038235,4373.0,19265.240000000013,2999.0,37.76126920171241,6208.0,131.16416649059795,2809.0,38.36383501775471,5758.0,131.67162131260005,1.0798460323726806,810.0,577.51289343,57004.53,5.732673267326732,0.08684168969601264,1,0.6339100981412931,1,0.6744858078046657,20242,57900
2018,10,North America,Model Y,9362.0,10646.0,109071.56,60,352,494.31,Interpolated (Month),5013,2018-10-01,4,274,40,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,10941.0,7942.0,10679.0,20625.0,10131.0,7322.0,10325.0,19265.240000000013,9843.0,1652.908648413458,7942.0,10941.0,10927.666666666666,5319.16766671879,4733.0,20625.0,12313.618333333334,4880.25622937946,4733.0,20826.420000000016,8938.333333333334,1451.6336773901735,7322.0,10131.0,10129.70666666667,5002.166977247638,4373.0,19265.240000000013,11480.373333333337,4578.822477079234,4373.0,19265.240000000013,-295.0,-2.696280047527644,-9979.0,-48.3830303030303,-769.0,-7.590563616622248,-9903.240000000013,-51.40470609242349,1.1370287301078714,1284.0,1021.1279447200001,109071.56,5.770491803278689,0.052793976289650754,0,-0.40457549249240055,0,-0.4595439863437696,20184,21120
2022,9,North America,Model X,13861.0,14807.0,98865.2,120,683,1420.06,Interpolated (Month),4918,2022-09-01,3,244,35,0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,10646.0,10941.0,7942.0,10679.0,9362.0,10131.0,7322.0,10325.0,12131.333333333334,2321.8850818534183,10646.0,14807.0,12606.666666666666,4499.529071654792,7942.0,20625.0,12648.451666666668,4903.922736381255,4733.0,20826.420000000016,11118.0,2406.424110583998,9362.0,13861.0,11711.040000000003,4263.509351883739,7322.0,19265.240000000013,11773.123333333337,4612.024316468516,4373.0,19265.240000000013,4161.0,39.08510238587264,4128.0,38.65530480382058,4499.0,48.05597094637899,3536.0,34.246973365617436,1.068171980955129,946.0,1370.3705372,98865.2,5.644628099173554,0.10244264896840283,1,0.4178138243340028,1,0.5564653456300124,20223,81960
2023,1,Europe,Model S,12892.0,13400.0,52502.39,82,479,926.29,Interpolated (Month),8905,2023-01-01,1,1,52,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,14807.0,10646.0,10941.0,7942.0,13861.0,9362.0,10131.0,7322.0,12951.0,2116.5256908434076,10646.0,14807.0,11402.5,2402.682396822342,7942.0,14807.0,12387.951666666668,4760.139045604438,4733.0,20826.420000000016,12038.333333333334,2367.870421567303,9362.0,13861.0,10648.833333333334,2385.22916439212,7322.0,13861.0,11556.540000000003,4480.714525568026,4373.0,19265.240000000013,-1407.0,-9.502262443438914,5458.0,68.72324351548728,-969.0,-6.99083760190462,5570.0,76.0721114449604,1.039323664003723,508.0,676.86081188,52502.39,5.771084337349397,0.07184441169626929,0,-0.4858736482931155,0,-0.5504680854828361,20231,39278
2024,8,North America,Cybertruck,8278.0,9039.0,69077.18,100,563,699.08,Estimated (Region),4362,2024-08-01,3,214,31,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,13400.0,14807.0,10646.0,10941.0,12892.0,13861.0,9362.0,10131.0,12415.333333333334,3007.4295225879305,9039.0,14807.0,11129.166666666666,2587.617701026684,7942.0,14807.0,12446.535000000002,4709.797736843142,4733.0,20826.420000000016,11677.0,2983.2266088917854,8278.0,13861.0,10307.666666666666,2579.3101920216445,7322.0,13861.0,11614.373333333337,4428.958870092341,4373.0,19265.240000000013,-4361.0,-32.54477611940298,-1902.0,-17.384151357279954,-4614.0,-35.789636984176234,-1853.0,-18.29039581482578,1.0917985263920764,761.0,571.82089604,69077.18,5.574257425742574,0.08444014977654307,0,-0.23042513675964071,0,-0.2879879938227161,20243,56300
2020,2,Middle East,Model 3,9463.0,10065.0,100028.73,82,475,674.24,Interpolated (Month),6587,2020-02-01,1,32,5,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,9039.0,13400.0,14807.0,10646.0,8278.0,12892.0,13861.0,9362.0,10834.666666666666,2280.103140941959,9039.0,13400.0,11483.0,2177.2486307263935,9039.0,14807.0,12202.118333333334,4754.470271308956,4733.0,20826.420000000016,10211.0,2396.221400455305,8278.0,12892.0,10664.5,2204.5172487417885,8278.0,13861.0,11348.040000000003,4456.439716512392,4373.0,19265.240000000013,1026.0,11.3508131430468,-581.0,-5.457448807063681,1185.0,14.315051944914226,101.0,1.0788293099764923,1.0635038038884193,602.0,946.57187199,100028.73,5.72289156626506,0.07124260355029585,1,0.43895589262449786,1,0.5010468892909046,20201,38950
2017,2,Asia,Model 3,5991.0,6294.0,51352.93,75,417,374.74,Estimated (Region),7963,2017-02-01,1,32,5,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,10065.0,9039.0,13400.0,14807.0,9463.0,8278.0,12892.0,13861.0,8466.0,1949.7069010494715,6294.0,10065.0,10708.5,3057.2835491658193,6294.0,14807.0,10991.083333333334,4173.323037369919,4733.0,20625.0,7910.666666666667,1764.90689083966,5991.0,9463.0,9974.5,2932.5709369084434,5991.0,13861.0,10241.853333333334,3928.803181625613,4373.0,19265.240000000013,-3771.0,-37.46646795827123,-8513.0,-57.493077598433175,-3472.0,-36.69026735707492,-7870.0,-56.7780102445711,1.050400534045394,303.0,307.65540363,51352.93,5.4868421052631575,0.06254005340453939,0,-0.48817281101318033,0,-0.5100531930198915,20171,31275
2023,7,Asia,Model 3,12374.0,13714.0,55953.05,75,420,779.56,Estimated (Region),3105,2023-07-01,3,182,26,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,6294.0,10065.0,9039.0,13400.0,5991.0,9463.0,8278.0,12892.0,10024.333333333334,3710.1671570608974,6294.0,13714.0,11219.833333333334,3292.2717637926885,6294.0,14807.0,11073.75,4220.2873044164,4733.0,20625.0,9276.0,3195.6062022721107,5991.0,12374.0,10476.5,3061.708069035986,5991.0,13861.0,10303.103333333334,3958.184279433126,4373.0,19265.240000000013,7420.0,117.8900540197013,314.0,2.3432835820895503,6383.0,106.54314805541647,-518.0,-4.017995656220908,1.1082020202020202,1340.0,692.3630407,55953.05,5.526315789473684,0.06299474747474747,1,1.5535652197797254,1,1.432334154124914,20233,31500
2020,4,Europe,Model S,14810.0,16490.0,105589.42,75,431,957.47,Official (Quarter),13736,2020-04-01,2,92,14,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,13714.0,6294.0,10065.0,9039.0,12374.0,5991.0,9463.0,8278.0,12166.0,5271.321655903775,6294.0,16490.0,11500.333333333334,3704.8637581787834,6294.0,16490.0,12053.5,3971.8418786617053,6294.0,20625.0,11058.333333333334,4554.330283733638,5991.0,14810.0,10634.666666666666,3287.6910844339877,5991.0,14810.0,11172.853333333334,3673.0945828411395,5991.0,19265.240000000013,2776.0,20.24208837684118,7451.0,82.43168492089833,2436.0,19.686439308226934,6532.0,78.90794877989853,1.1133616906353385,1680.0,1563.7793102,105589.42,5.671052631578948,0.06464587131186281,1,-0.9764796564286011,1,-0.8685670874718954,20202,32325
2021,6,Asia,Cybertruck,4618.0,5183.0,106179.25,120,689,477.27,Official (Quarter),6581,2021-06-01,2,152,22,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,16490.0,13714.0,6294.0,10065.0,14810.0,12374.0,5991.0,9463.0,11795.666666666666,5892.543112556192,5183.0,16490.0,10130.833333333334,4328.4376588633695,5183.0,16490.0,10766.666666666666,3403.1093358155886,5183.0,16490.0,10600.666666666666,5322.381922911331,4618.0,14810.0,9255.666666666666,3840.2979398305456,4618.0,14810.0,9952.25,3133.525059011747,4618.0,14810.0,-11307.0,-68.56882959369315,-4882.0,-48.50471932439145,-10192.0,-68.81836596893991,-4845.0,-51.199408221494245,1.1221043515912534,565.0,490.3357765,106179.25,5.694214876033058,0.10332756007793895,0,-0.8881091797053433,0,-0.8850480527716684,20212,82680
2024,3,Europe,Model 3,13755.0,14448.0,70602.52,75,445,918.15,Official (Quarter),12563,2024-03-01,1,61,9,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,5183.0,16490.0,13714.0,6294.0,4618.0,14810.0,12374.0,5991.0,12040.333333333334,6025.753590492514,5183.0,16490.0,11032.333333333334,4609.695810643759,5183.0,16490.0,11080.75,3564.387417087397,5183.0,16490.0,11061.0,5604.680454762785,4618.0,14810.0,10168.5,4195.903275815598,4618.0,14810.0,10238.083333333334,3321.4225993289892,4618.0,14810.0,9265.0,178.75747636503957,8154.0,129.55195424213537,9137.0,197.85621481160675,7764.0,129.5943915873811,1.0503053213143356,693.0,971.1376626,70602.52,5.855263157894737,0.06674542018028497,1,2.4732630595873273,1,2.6667458078054667,20241,33375
2017,7,Europe,Model X,8880.0,9964.0,97959.4,82,455,606.06,Official (Quarter),6470,2017-07-01,3,182,26,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,14448.0,5183.0,16490.0,13714.0,13755.0,4618.0,14810.0,12374.0,9865.0,4633.2933211701575,5183.0,14448.0,11015.5,4614.117022789945,5183.0,16490.0,11249.25,3448.4266010352208,5183.0,16490.0,9084.333333333334,4571.925888871484,4618.0,13755.0,10071.333333333334,4222.1765792854685,4618.0,14810.0,10367.916666666666,3226.1558452558957,4618.0,14810.0,-4484.0,-31.035437430786274,-3750.0,-27.344319673326524,-4875.0,-35.44165757906216,-3494.0,-28.236625181832874,1.1219457268325639,1084.0,869.879472,97959.4,5.481927710843373,0.06824231505461097,0,-2.0979291379582583,0,-2.332978723906689,20173,37310
2025,8,Asia,Model 3,9563.0,10105.0,102342.21,82,488,700.01,Estimated (Region),12059,2025-08-01,3,213,31,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,9964.0,14448.0,5183.0,16490.0,8880.0,13755.0,4618.0,14810.0,11505.666666666666,2549.1104984549816,9964.0,14448.0,11650.666666666666,4063.6487873174547,5183.0,16490.0,11179.583333333334,3463.6312384635667,5183.0,16490.0,10732.666666666666,2639.601548213917,8880.0,13755.0,10666.666666666666,3758.1013113894014,4618.0,14810.0,10320.583333333334,3234.104806822925,4618.0,14810.0,141.0,1.4150943396226356,-6385.0,-38.72043662825955,683.0,7.691441441441449,-5247.0,-35.42876434841323,1.0565662902551234,542.0,978.69855423,102342.21,5.879518072289157,0.07319217900460058,1,0.3245053177040891,1,0.43133099020503607,20253,40016
2019,3,North America,Cybertruck,12106.0,13118.0,53822.72,75,448,813.52,Official (Quarter),9151,2019-03-01,1,60,9,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,10105.0,9964.0,14448.0,5183.0,9563.0,8880.0,13755.0,4618.0,11062.333333333334,1781.654942275126,9964.0,13118.0,11551.333333333334,4010.0555440874655,5183.0,16490.0,11385.583333333334,3502.3066544086632,5183.0,16490.0,10183.0,1700.0202939965077,8880.0,12106.0,10622.0,3735.273751681404,4618.0,14810.0,10549.25,3257.0921533562,4618.0,14810.0,3013.0,29.81692231568531,7935.0,153.09666216476944,2543.0,26.592073617065772,7488.0,162.1481160675617,1.0835054100933343,1012.0,651.57784832,53822.72,5.894736842105263,0.06719418518212604,1,0.28401827976062677,1,0.1890063217562432,20191,33600
2015,8,Asia,Model 3,10516.0,11614.0,114574.96,100,585,922.78,Interpolated (Month),4830,2015-08-01,3,213,31,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,13118.0,10105.0,9964.0,14448.0,12106.0,9563.0,8880.0,13755.0,11612.333333333334,1506.5006914480362,10105.0,13118.0,10738.666666666666,3226.5666995533516,5183.0,14448.0,11119.5,3336.085743938418,5183.0,16490.0,10728.333333333334,1284.7281165029842,9563.0,12106.0,9906.333333333334,3135.6074159031355,4618.0,13755.0,10270.5,3086.571222099194,4618.0,14810.0,-1504.0,-11.465162372312854,-2834.0,-19.615171650055373,-1590.0,-13.133983148851813,-3239.0,-23.547800799709194,1.1043073119710944,1098.0,1204.87027936,114574.96,5.792079207920792,0.08774175145003328,0,-0.41282084687998166,0,-0.39726056765917583,20153,58500
